<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI,D,20051028,000000,897.4900000,911.5400000,893.4700000,910.7500000,36948975
RTSI,D,20051031,000000,911.1800000,934.9900000,911.1800000,934.9900000,26175162
RTSI,D,20051101,000000,935.0500000,949.1000000,934.3700000,942.1100000,43871791
RTSI,D,20051102,000000,943.8200000,964.3500000,943.8200000,964.3500000,44953472
RTSI,D,20051103,000000,965.2800000,973.8400000,965.2800000,972.4300000,29168354
RTSI,D,20051107,000000,972.3800000,973.4900000,960.3900000,971.6400000,28385709
RTSI,D,20051108,000000,969.2100000,971.6800000,963.7400000,971.2100000,23059122
RTSI,D,20051109,000000,972.1100000,985.2800000,971.5100000,980.2900000,35969145
RTSI,D,20051110,000000,980.5100000,981.9500000,971.4500000,972.2300000,30132283
RTSI,D,20051111,000000,970.9200000,970.9200000,963.1300000,969.5800000,45097617
RTSI,D,20051114,000000,969.8600000,988.9700000,969.8600000,988.9700000,44974626
RTSI,D,20051115,000000,989.2700000,997.7900000,989.1500000,991.2200000,60457703
RTSI,D,20051116,000000,991.0800000,991.7000000,983.6600000,989.7200000,34336943
RTSI,D,20051117,000000,1003.0800000,1017.4300000,1002.5400000,1014.3700000,59928688
RTSI,D,20051118,000000,1013.3900000,1017.8800000,1011.1200000,1013.9200000,27968795
RTSI,D,20051121,000000,1014.2000000,1029.3000000,1014.2000000,1020.9800000,26934281
RTSI,D,20051122,000000,1021.6900000,1025.8900000,1012.6100000,1014.7600000,26663450
RTSI,D,20051123,000000,1015.5400000,1019.4600000,1015.5400000,1017.1500000,27490138
RTSI,D,20051124,000000,1016.8600000,1029.4600000,1016.8600000,1029.4600000,36737456
RTSI,D,20051125,000000,1029.7500000,1034.5200000,1026.3000000,1034.5200000,39254081
RTSI,D,20051128,000000,1035.3900000,1048.8100000,1035.3900000,1039.8000000,45494433
RTSI,D,20051129,000000,1038.9500000,1038.9500000,1028.2300000,1034.9100000,40568353
RTSI,D,20051130,000000,1034.8500000,1039.0400000,1030.2200000,1037.3100000,26600564
RTSI,D,20051201,000000,1045.3300000,1059.2800000,1045.3300000,1058.9300000,53551985
RTSI,D,20051202,000000,1060.0700000,1079.8900000,1060.0700000,1073.1600000,77044370
RTSI,D,20051205,000000,1073.3100000,1084.3600000,1073.3100000,1076.0200000,41998555
RTSI,D,20051206,000000,1076.7000000,1077.7500000,1069.7200000,1072.3400000,27089689
RTSI,D,20051207,000000,1072.1800000,1085.0600000,1072.1800000,1083.1800000,38089741
RTSI,D,20051208,000000,1082.1300000,1082.1300000,1068.6100000,1079.4800000,27841910
RTSI,D,20051209,000000,1086.1700000,1086.9800000,1082.2500000,1082.4000000,32898329
RTSI,D,20051212,000000,1082.5300000,1095.7500000,1082.5300000,1095.7500000,43074709
RTSI,D,20051213,000000,1095.5800000,1096.4700000,1093.1200000,1094.0300000,14083599
RTSI,D,20051214,000000,1093.9700000,1106.2800000,1092.2200000,1105.6700000,40332668
RTSI,D,20051215,000000,1103.4900000,1108.5100000,1100.6100000,1101.1200000,31040434
RTSI,D,20051216,000000,1100.7600000,1101.6100000,1098.3000000,1099.3600000,27176130
RTSI,D,20051219,000000,1098.2900000,1103.9900000,1097.6600000,1103.8400000,16073852
RTSI,D,20051220,000000,1101.8400000,1101.8400000,1098.4500000,1100.7800000,12902977
RTSI,D,20051221,000000,1100.9100000,1105.3700000,1100.3800000,1105.2700000,15067560
RTSI,D,20051222,000000,1105.6800000,1128.7300000,1105.6800000,1128.5100000,50504427
RTSI,D,20051223,000000,1128.0600000,1139.0400000,1126.0900000,1126.0900000,50052620
RTSI,D,20051226,000000,1126.2900000,1128.8200000,1126.1000000,1127.2800000,8884215
RTSI,D,20051227,000000,1126.7700000,1128.1700000,1123.9100000,1123.9100000,6173100
RTSI,D,20051228,000000,1123.9400000,1123.9400000,1114.7300000,1115.9200000,19291682
RTSI,D,20051229,000000,1122.4300000,1124.8200000,1121.5200000,1122.2100000,36081821
RTSI,D,20051230,000000,1121.8600000,1125.9500000,1121.8400000,1125.6000000,14739681
RTSI,D,20060110,000000,1128.2000000,1192.9000000,1128.2000000,1190.3400000,86113972
RTSI,D,20060111,000000,1190.0400000,1216.9200000,1188.8600000,1216.6600000,74906270
RTSI,D,20060112,000000,1216.9600000,1261.4200000,1216.9600000,1255.9200000,106486923
RTSI,D,20060113,000000,1255.6500000,1261.4500000,1234.1000000,1239.7600000,72441211
RTSI,D,20060116,000000,1240.0500000,1277.2600000,1240.0500000,1276.9000000,60834736
RTSI,D,20060117,000000,1277.7900000,1292.3000000,1246.6100000,1253.5800000,53081041
RTSI,D,20060118,000000,1252.9100000,1252.9100000,1219.7900000,1235.0100000,48740995
RTSI,D,20060119,000000,1233.0100000,1278.2800000,1225.6600000,1278.2800000,76640542
RTSI,D,20060120,000000,1278.9300000,1305.9600000,1278.9300000,1304.5300000,100057149
RTSI,D,20060123,000000,1304.2800000,1305.8200000,1289.0200000,1295.3900000,34808864
RTSI,D,20060124,000000,1296.2000000,1308.0200000,1296.2000000,1307.0500000,42668295
RTSI,D,20060125,000000,1307.0500000,1325.8200000,1307.0500000,1324.6500000,52987583
RTSI,D,20060126,000000,1324.3700000,1340.3300000,1323.0100000,1337.8200000,69878000
RTSI,D,20060127,000000,1338.6300000,1373.2200000,1338.6300000,1373.2200000,90351837
RTSI,D,20060130,000000,1374.0000000,1376.4300000,1331.5900000,1332.2700000,72533035
RTSI,D,20060131,000000,1334.0400000,1346.4600000,1314.7500000,1315.9600000,52659400
RTSI,D,20060201,000000,1316.0100000,1340.0200000,1308.9500000,1339.5700000,39225780
RTSI,D,20060202,000000,1339.7900000,1342.1800000,1334.1400000,1334.8500000,23277363
RTSI,D,20060203,000000,1334.1300000,1334.1300000,1307.8800000,1308.1300000,35727727
RTSI,D,20060206,000000,1308.4500000,1332.4400000,1308.4500000,1325.2700000,40871892
RTSI,D,20060207,000000,1325.4800000,1335.0100000,1322.9600000,1330.6400000,22753437
RTSI,D,20060208,000000,1330.1600000,1335.4000000,1312.0600000,1335.1900000,47850020
RTSI,D,20060209,000000,1336.4600000,1367.4700000,1336.4600000,1366.3700000,60142067
RTSI,D,20060210,000000,1367.0800000,1370.0600000,1360.3600000,1365.2600000,41321124
RTSI,D,20060213,000000,1363.6500000,1369.7200000,1357.5200000,1365.2400000,37540340
RTSI,D,20060214,000000,1365.1100000,1383.2200000,1362.3700000,1367.9100000,47057120
RTSI,D,20060215,000000,1368.9200000,1375.1000000,1355.1600000,1375.1000000,69701233
RTSI,D,20060216,000000,1373.9200000,1386.7000000,1366.7000000,1381.5900000,61792528
RTSI,D,20060217,000000,1382.4900000,1428.1400000,1382.4900000,1428.1400000,42042723
RTSI,D,20060220,000000,1430.8700000,1459.4800000,1430.8700000,1459.4800000,33660507
RTSI,D,20060221,000000,1459.9300000,1464.0000000,1444.3500000,1444.3500000,32528579
RTSI,D,20060222,000000,1444.3800000,1466.4200000,1442.9400000,1465.6200000,42680921
RTSI,D,20060226,000000,1465.6200000,1516.6600000,1465.6200000,1516.4600000,59002748
RTSI,D,20060227,000000,1516.5900000,1531.2700000,1496.7800000,1516.9900000,70039876
RTSI,D,20060228,000000,1515.1000000,1515.1000000,1451.5200000,1453.4400000,78832783
RTSI,D,20060301,000000,1453.7000000,1465.6900000,1434.9500000,1450.8200000,75699020
RTSI,D,20060302,000000,1452.9500000,1470.8200000,1452.9500000,1466.8700000,36360191
RTSI,D,20060303,000000,1467.0000000,1497.1700000,1467.0000000,1487.1100000,78697915
RTSI,D,20060306,000000,1487.2100000,1497.5200000,1479.6300000,1480.9000000,39034614
RTSI,D,20060307,000000,1476.6800000,1476.6800000,1396.4800000,1396.4800000,75256658
RTSI,D,20060309,000000,1393.2700000,1393.2700000,1350.1500000,1361.2800000,86454462
RTSI,D,20060310,000000,1361.4000000,1365.7900000,1341.5900000,1351.2600000,32789776
RTSI,D,20060313,000000,1353.6300000,1391.8000000,1353.0700000,1384.5800000,63657210
RTSI,D,20060314,000000,1384.8500000,1405.0400000,1348.1600000,1360.3300000,76726706
RTSI,D,20060315,000000,1363.9300000,1377.3800000,1359.9100000,1377.3300000,119247982
RTSI,D,20060316,000000,1375.0900000,1383.9200000,1371.9800000,1381.7000000,134786919
RTSI,D,20060317,000000,1381.3800000,1420.1000000,1381.3800000,1414.9200000,129679689
RTSI,D,20060320,000000,1415.7100000,1425.8500000,1406.1400000,1408.5200000,70591110
RTSI,D,20060321,000000,1408.1200000,1408.1200000,1394.5800000,1395.2400000,81851731
RTSI,D,20060322,000000,1394.8800000,1408.8100000,1391.3900000,1408.8100000,50770099
RTSI,D,20060323,000000,1408.9600000,1430.4800000,1408.9600000,1430.1800000,65240706
RTSI,D,20060324,000000,1429.1700000,1429.5900000,1407.7800000,1420.2500000,47191796
RTSI,D,20060327,000000,1420.7000000,1436.5700000,1420.7000000,1428.6900000,66681310
RTSI,D,20060328,000000,1428.0800000,1428.7500000,1413.8000000,1414.7000000,82947173
RTSI,D,20060329,000000,1414.5800000,1414.5800000,1390.2400000,1391.3100000,38731120
RTSI,D,20060330,000000,1393.3200000,1431.2200000,1393.3200000,1431.2200000,46795952
RTSI,D,20060331,000000,1431.0800000,1442.9100000,1431.0800000,1434.9900000,65295792
RTSI,D,20060403,000000,1434.7300000,1451.0200000,1434.7300000,1450.8800000,76314051
RTSI,D,20060404,000000,1451.2900000,1460.6900000,1451.0200000,1455.6700000,124605951
RTSI,D,20060405,000000,1459.0100000,1485.4600000,1459.0100000,1485.2200000,103923122
RTSI,D,20060406,000000,1485.6700000,1506.2400000,1485.6700000,1493.8400000,94166843
RTSI,D,20060407,000000,1493.5200000,1525.8500000,1491.2500000,1523.1500000,138338930
RTSI,D,20060410,000000,1523.9400000,1556.9200000,1519.2800000,1555.0600000,224488772
RTSI,D,20060411,000000,1556.5600000,1582.5000000,1553.4900000,1553.6700000,141674861
RTSI,D,20060412,000000,1552.6100000,1561.5700000,1535.4700000,1561.5700000,67894939
RTSI,D,20060413,000000,1562.1000000,1569.7600000,1544.7500000,1545.5400000,107945357
RTSI,D,20060414,000000,1547.1200000,1559.0300000,1546.0600000,1559.0300000,13382144
RTSI,D,20060417,000000,1559.0300000,1582.7300000,1559.0300000,1582.7300000,68199532
